2023-10-08 15:13:48.090 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.zzyl.service.test.IoTDeviceTest], using SpringBootContextLoader
2023-10-08 15:17:41.445 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.452 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: PostDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.480 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.481 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.482 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.482 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.483 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.483 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.484 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.485 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.523 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.530 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.535 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.559 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: ResourceDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.675 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: roleDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.676 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.676 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.683 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: roleDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.687 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: roleDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.821 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.821 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.822 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: Integer, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.828 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.836 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.841 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserDto, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.853 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: UserVo, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.902 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.903 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.904 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.905 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.906 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.907 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.908 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.909 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 15:17:41.935 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:17:42.157 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:17:42.158 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:17:42.184 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:17:42.184 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:17:42.215 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:17:42.215 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Starting...
2023-10-08 15:17:42.224 [main] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Started.
2023-10-08 15:17:42.254 [main] INFO  com.zzyl.service.test.IoTDeviceTest-Started IoTDeviceTest in 24.67 seconds (JVM running for 27.029)
2023-10-08 15:17:43.116 [AmqpProvider :(1):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:c6eb7a29-f925-4c3d-bc6d-dc5a01bc1a27:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:17:43.116 [QpidJMS Connection Executor: ID:c6eb7a29-f925-4c3d-bc6d-dc5a01bc1a27:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:17:43.501 [AmqpProvider :(2):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:30acfa9f-1d3c-4fde-a19d-3d2ee49355c8:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:17:43.502 [QpidJMS Connection Executor: ID:30acfa9f-1d3c-4fde-a19d-3d2ee49355c8:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:17:43.872 [AmqpProvider :(3):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:d2f50773-c5e7-480a-b049-1c5594cd9855:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:17:43.872 [QpidJMS Connection Executor: ID:d2f50773-c5e7-480a-b049-1c5594cd9855:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:17:44.216 [AmqpProvider :(4):[amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671]] INFO  org.apache.qpid.jms.JmsConnection-Connection ID:b847ace3-f809-4ccb-9662-54be6aedddd1:1 connected to server: amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671
2023-10-08 15:17:44.217 [QpidJMS Connection Executor: ID:b847ace3-f809-4ccb-9662-54be6aedddd1:1] INFO  com.zzyl.job.AmqpClient-onConnectionEstablished, remoteUri:amqps://iot-06z00frq8umvkx2.amqp.iothub.aliyuncs.com:5671?amqp.idleTimeout=80000
2023-10-08 15:17:44.300 [main] INFO  com.zzyl.job.AmqpClient-amqp  is started successfully, and will exit after server shutdown 
2023-10-08 15:17:45.312 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:17:45.313 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:17:45.313 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:17:45.313 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:17:45.313 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:17:45.313 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:17:45.313 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopping...
2023-10-08 15:17:45.313 [SpringApplicationShutdownHook] INFO  org.activiti.spring.AbstractActivitiSmartLifeCycle-Stopped.
2023-10-08 15:17:45.323 [Thread-7] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server stop.
2023-10-08 15:17:45.329 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread->>>>>>>>>>> xxl-job registry-remove success, registryParam:RegistryParam{registryGroup='EXECUTOR', registryKey='zzyl-dev-executor', registryValue='http://172.16.17.191:9999/'}, registryResult:ReturnT [code=200, msg=null, content=null]
2023-10-08 15:17:45.329 [xxl-job, executor ExecutorRegistryThread] INFO  com.xxl.job.core.thread.ExecutorRegistryThread->>>>>>>>>>> xxl-job, executor registry thread destory.
2023-10-08 15:17:45.329 [SpringApplicationShutdownHook] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server destroy success.
2023-10-08 15:17:45.329 [xxl-job, executor TriggerCallbackThread] INFO  com.xxl.job.core.thread.TriggerCallbackThread->>>>>>>>>>> xxl-job, executor callback thread destory.
2023-10-08 15:17:45.329 [Thread-6] INFO  com.xxl.job.core.thread.TriggerCallbackThread->>>>>>>>>>> xxl-job, executor retry callback thread destory.
2023-10-08 15:17:45.343 [SpringApplicationShutdownHook] INFO  o.a.e.impl.asyncexecutor.DefaultAsyncJobExecutor-Shutting down the default async job executor [org.activiti.spring.SpringAsyncExecutor].
2023-10-08 15:17:45.343 [activiti-acquire-async-jobs] INFO  o.a.e.i.asyncexecutor.AcquireAsyncJobsDueRunnable-{} stopped async job due acquisition
2023-10-08 15:17:45.343 [activiti-acquire-timer-jobs] INFO  o.a.e.impl.asyncexecutor.AcquireTimerJobsRunnable-{} stopped async job due acquisition
2023-10-08 15:17:45.343 [activiti-reset-expired-jobs] INFO  o.a.e.impl.asyncexecutor.ResetExpiredJobsRunnable-{} stopped resetting expired jobs
2023-10-08 15:17:45.375 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closing ...
2023-10-08 15:17:45.380 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} closed
2023-10-08 20:36:25.638 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.zzyl.service.test.DeptServiceTest], using SpringBootContextLoader
2023-10-08 20:36:25.645 [main] INFO  o.s.test.context.support.AbstractContextLoader-Could not detect default resource locations for test class [com.zzyl.service.test.DeptServiceTest]: no resource found for suffixes {-context.xml, Context.groovy}.
2023-10-08 20:36:25.646 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils-Could not detect default configuration classes for test class [com.zzyl.service.test.DeptServiceTest]: DeptServiceTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2023-10-08 20:36:25.852 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Found @SpringBootConfiguration com.zzyl.ZzylApplication for test class com.zzyl.service.test.DeptServiceTest
2023-10-08 20:36:26.118 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2023-10-08 20:36:26.148 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper-Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1a38ba58, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@3ad394e6, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@6058e535, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@42deb43a, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@1deb2c43, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3bb9efbc, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1cefc4b3, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2b27cc70, org.springframework.test.context.event.EventPublishingTestExecutionListener@6f6a7463, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1bdaa23d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@79f227a9, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@6ca320ab, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@50d68830, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@1e53135d, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7674a051]
2023-10-08 20:36:26.685 [background-preinit] INFO  org.hibernate.validator.internal.util.Version-HV000001: Hibernate Validator 6.2.5.Final
2023-10-08 20:36:26.687 [main] INFO  com.zzyl.service.test.DeptServiceTest-Starting DeptServiceTest using Java 11 on LAPTOP-EK2VLALR with PID 23476 (started by yuhon in D:\code\2023\zzyl-code\zzyl\zzyl-web)
2023-10-08 20:36:26.687 [main] INFO  com.zzyl.service.test.DeptServiceTest-No active profile set, falling back to 1 default profile: "default"
2023-10-08 20:36:28.836 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate-Multiple Spring Data modules found, entering strict repository configuration mode
2023-10-08 20:36:28.840 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate-Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-10-08 20:36:28.897 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate-Finished Spring Data repository scanning in 37 ms. Found 0 Redis repository interfaces.
2023-10-08 20:36:30.133 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker-Bean 'org.activiti.spring.boot.ActivitiMethodSecurityAutoConfiguration$ActivitiMethodSecurityConfiguration' of type [org.activiti.spring.boot.ActivitiMethodSecurityAutoConfiguration$ActivitiMethodSecurityConfiguration$$EnhancerBySpringCGLIB$$1edf05f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-10-08 20:36:30.513 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure-Init DruidDataSource
2023-10-08 20:36:30.784 [main] INFO  com.alibaba.druid.pool.DruidDataSource-{dataSource-1} inited
2023-10-08 20:36:32.997 [main] INFO  org.redisson.Version-Redisson 3.11.2
2023-10-08 20:36:34.586 [redisson-netty-2-3] INFO  org.redisson.connection.pool.MasterConnectionPool-24 connections initialized for 192.168.200.146/192.168.200.146:6379
2023-10-08 20:36:34.586 [redisson-netty-2-24] INFO  o.r.connection.pool.MasterPubSubConnectionPool-1 connections initialized for 192.168.200.146/192.168.200.146:6379
2023-10-08 20:36:36.660 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-Found 1 Process Engine Configurators in total:
2023-10-08 20:36:36.660 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-class org.activiti.spring.process.conf.ProcessExtensionsConfiguratorAutoConfiguration$$EnhancerBySpringCGLIB$$8f19a084 (priority:10000)
2023-10-08 20:36:36.660 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-Executing beforeInit() of class org.activiti.spring.process.conf.ProcessExtensionsConfiguratorAutoConfiguration$$EnhancerBySpringCGLIB$$8f19a084 (priority:10000)
2023-10-08 20:36:37.634 [main] INFO  o.a.engine.impl.cfg.ProcessEngineConfigurationImpl-Executing configure() of class org.activiti.spring.process.conf.ProcessExtensionsConfiguratorAutoConfiguration$$EnhancerBySpringCGLIB$$8f19a084 (priority:10000)
2023-10-08 20:36:37.741 [main] INFO  org.activiti.engine.impl.ProcessEngineImpl-ProcessEngine default created
2023-10-08 20:36:37.743 [main] INFO  o.a.e.impl.asyncexecutor.DefaultAsyncJobExecutor-Starting up the default async job executor [org.activiti.spring.SpringAsyncExecutor].
2023-10-08 20:36:37.744 [Thread-4] INFO  o.a.e.i.asyncexecutor.AcquireAsyncJobsDueRunnable-{} starting to acquire async jobs due
2023-10-08 20:36:37.744 [Thread-5] INFO  o.a.e.impl.asyncexecutor.AcquireTimerJobsRunnable-{} starting to acquire async jobs due
2023-10-08 20:36:37.744 [Thread-6] INFO  o.a.e.impl.asyncexecutor.ResetExpiredJobsRunnable-{} starting to reset expired jobs
2023-10-08 20:36:37.790 [main] WARN  o.a.s.a.AbstractAutoDeploymentStrategy-Enforced application version not set.
2023-10-08 20:36:38.248 [main] INFO  com.zzyl.config.OssAliyunAutoConfig------------------开始创建OSSClient--------------------
2023-10-08 20:36:38.774 [main] INFO  com.zzyl.config.OssAliyunAutoConfig------------------结束创建OSSClient--------------------
2023-10-08 20:36:40.412 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver-Exposing 1 endpoint(s) beneath base path '/actuator'
2023-10-08 20:36:41.284 [main] INFO  o.s.security.web.DefaultSecurityFilterChain-Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@62cdff2b, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@29400267, org.springframework.security.web.context.SecurityContextPersistenceFilter@40a7c0cc, org.springframework.security.web.header.HeaderWriterFilter@15329cf9, org.springframework.security.web.authentication.logout.LogoutFilter@7b3fd68e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@9be1984, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3b63f49e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@1b4695a, org.springframework.security.web.session.SessionManagementFilter@7da43bda, org.springframework.security.web.access.ExceptionTranslationFilter@30369973, org.springframework.security.web.access.intercept.AuthorizationFilter@69a0e285]
2023-10-08 20:36:41.413 [main] INFO  com.zzyl.config.XxlJobConfig->>>>>>>>>>> xxl-job config init.
2023-10-08 20:36:44.093 [main] INFO  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job register jobhandler success, name:createMothBillAndTaskJob, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@42754496[class com.zzyl.job.BillJob#createMothBillAndTaskJob]
2023-10-08 20:36:44.093 [main] INFO  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job register jobhandler success, name:reservationStatusToExpired, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@6e133ed[class com.zzyl.job.ReservationJob#updateReservationStatus]
2023-10-08 20:36:44.094 [main] INFO  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job register jobhandler success, name:tradingJob, jobHandler:com.xxl.job.core.handler.impl.MethodJobHandler@6cd7c114[class com.zzyl.job.TradeJob#tradingJob]
2023-10-08 20:36:44.274 [main] WARN  com.xxl.job.core.executor.XxlJobExecutor->>>>>>>>>>> xxl-job accessToken is empty. To ensure system security, please set the accessToken.
2023-10-08 20:36:44.349 [Thread-9] INFO  com.xxl.job.core.server.EmbedServer->>>>>>>>>>> xxl-job remoting server start success, nettype = class com.xxl.job.core.server.EmbedServer, port = 9999
2023-10-08 20:36:45.699 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: TradingVo, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.736 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: RefundRecordVo, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.767 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.768 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.769 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.769 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.770 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.770 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.771 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.825 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.825 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.826 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.827 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.827 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.828 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.829 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:45.838 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: TradingVo, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.038 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.038 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.039 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.039 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.040 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.041 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: int, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.041 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.041 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: long, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.111 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.125 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.131 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
2023-10-08 20:36:46.135 [main] WARN  s.d.s.r.operation.OperationImplicitParameterReader-Unable to interpret the implicit parameter configuration with dataType: DeptDto, dataTypeClass: class java.lang.Void
